pid,delay,cfmt_raw,sex,age_year,participant_race,lineup,lineup_race,lineup_type,chooser,lineup_accuracy,lineup_decision,confidence,decision_time_sec,cross_race,expression,justification,cat,celebrity,kept,expression_spellcheck,justification_spellcheck,express_num,just_num,log_rt,mad_rt,statement
27,Day,55,Female,29,White,WD2.P.LINE,White,TP,Yes,0,Foil,60,10.058,No,somewhat,"I remember his features like his face shape and hair, although he has a different expression today",Omany,No,Yes,somewhat,"I remember his features like his face shape and hair, although he has a different expression today",FALSE,FALSE,2.308368337749773,0.5347584649622867,"somewhat I remember his features like his face shape and hair, although he has a different expression today"
27,Day,55,Female,29,White,WD3.P.LINE,White,TP,Yes,0,Foil,80,5.712,No,pretty certain,"he has on a different shirt on, and a different expression that I remember",?,No,Yes,pretty certain,"he has on a different shirt on, and a different expression that I remember",FALSE,FALSE,1.7425692250372833,-0.317062494,"pretty certain he has on a different shirt on, and a different expression that I remember"
28,5Minute,69,Female,27,White,WC1.P.LINE,White,TP,Yes,0,Foil,60,8.739,No,Looks fimiliar,looks like someone I saw in the task,F,No,Yes,Looks familiar,looks like someone I saw in the task,FALSE,FALSE,2.1677957666454075,0.323123877,Looks familiar looks like someone I saw in the task
28,5Minute,69,Female,27,White,WC2.P.LINE,White,TP,Yes,1,Target,60,7.4,No,Looks like someone I saw,Looks similar,R,No,Yes,Looks like someone I saw,Looks similar,FALSE,FALSE,2.0014800002101243,0.072732435,Looks like someone I saw Looks similar
28,5Minute,69,Female,27,White,WC3.P.LINE,White,TP,Yes,1,Target,60,5.003,No,Looks similiar,Looks like one of the others I had seen,R,No,Yes,Looks similar,Looks like one of the others I had seen,FALSE,FALSE,1.610037732506068,-0.51659109,Looks similar Looks like one of the others I had seen
29,5Minute,72,Male,36,White,WC1.P.LINE,White,TP,Yes,1,Target,20,10.028,No,Not very certain,Looks vaguely familiar,F,No,Yes,Not very certain,Looks vaguely familiar,FALSE,FALSE,2.305381180296047,0.5302612445380894,Not very certain Looks vaguely familiar
29,5Minute,72,Male,36,White,WD1.NP.LINE,White,TA,Yes,0,Foil,40,9.57,No,Somewhat certain.,The nose and lips look familiar.,FO,No,Yes,Somewhat certain.,The nose and lips look familiar.,FALSE,FALSE,2.258633205464863,0.45988130961418666,Somewhat certain. The nose and lips look familiar.
30,5Minute,71,Male,34,White,WC2.P.LINE,White,TP,Yes,1,Target,100,4.708,No,Very Certain,"I remember the picture exactly, except a different color shirt.",?,No,Yes,Very Certain,"I remember the picture exactly, except a different color shirt.",FALSE,FALSE,1.5492631893980304,-0.608088282,"Very Certain I remember the picture exactly, except a different color shirt."
30,5Minute,71,Male,34,White,WC3.P.LINE,White,TP,Yes,1,Target,80,3.019,No,fairly certain,i remember that shape of face,O1,No,Yes,fairly certain,I remember that shape of face,FALSE,FALSE,1.1049256507247018,-1.277046609,fairly certain I remember that shape of face
30,5Minute,71,Male,34,White,WD3.NP.LINE,White,TA,Yes,0,Foil,20,12.6,No,Not very certain,I don't remember the facial expression,?,No,Yes,Not very certain,I don't remember the facial expression,FALSE,FALSE,2.533696813957432,0.8739946254433701,Not very certain I don't remember the facial expression
31,Day,59,Female,41,White,WC1.NP.LINE,White,TA,Yes,0,Foil,60,9.834,No,I'm pretty sure,I think I remember seeing him with no facial hair.,U1,No,Yes,I'm pretty sure,I think I remember seeing him with no facial hair.,FALSE,FALSE,2.2858457689897476,0.5008503239278583,I'm pretty sure I think I remember seeing him with no facial hair.
31,Day,59,Female,41,White,WD1.P.LINE,White,TP,Yes,1,Target,60,5.296,No,Im not confident,I think I remember seeing someone who looked like him but not frowning,U1,No,Yes,I'm not confident,I think I remember seeing someone who looked like him but not frowning,FALSE,FALSE,1.6669518186347072,-0.430905888,I'm not confident I think I remember seeing someone who looked like him but not frowning
31,Day,59,Female,41,White,WD3.P.LINE,White,TP,Yes,0,Foil,80,8.074,No,I'm quite confident,I believe he was smiling when I saw him yesterday,U1,No,Yes,I'm quite confident,I believe he was smiling when I saw him yesterday,FALSE,FALSE,2.088649022430749,0.20396699924595976,I'm quite confident I believe he was smiling when I saw him yesterday
32,Day,63,Female,25,White,WD1.P.LINE,White,TP,Yes,1,Target,100,4.326,No,I recall his face from the photos yesterday,He looks familiar to me,F,No,Yes,I recall his face from the photos yesterday,He looks familiar to me,FALSE,FALSE,1.464643327530867,-0.735485038,I recall his face from the photos yesterday He looks familiar to me
32,Day,63,Female,25,White,WD2.P.LINE,White,TP,Yes,1,Target,80,1.172,No,I saw him in the photos yesterday,I am fairly sure that's the same guy I am thinking of,R,No,Yes,I saw him in the photos yesterday,I am fairly sure that's the same guy I am thinking of,FALSE,FALSE,0.1587116911548208,-2.701589108,I saw him in the photos yesterday I am fairly sure that's the same guy I am thinking of
32,Day,63,Female,25,White,WD3.P.LINE,White,TP,Yes,1,Target,100,2.156,No,I recall seeing his face yesterday in the photo presentation,I recognize him,R,No,Yes,I recall seeing his face yesterday in the photo presentation,I recognize him,FALSE,FALSE,0.7682546530467508,-1.783910981,I recall seeing his face yesterday in the photo presentation I recognize him
33,5Minute,67,Male,25,White,WC2.P.LINE,White,TP,Yes,1,Target,40,9.538,No,Somewhat,The hair is different from the original picture,?,No,Yes,Somewhat,The hair is different from the original picture,FALSE,FALSE,2.2552838198760328,0.45483874807803043,Somewhat The hair is different from the original picture
33,5Minute,67,Male,25,White,WC3.P.LINE,White,TP,Yes,1,Target,40,17.446,No,A little,"The image above looks different from the one I remember, but similar enough",?,No,Yes,A little,"The image above looks different from the one I remember, but similar enough",FALSE,FALSE,2.859110396011027,1.3639107514572073,"A little The image above looks different from the one I remember, but similar enough"
34,Day,48,Female,28,White,WD1.P.LINE,White,TP,Yes,1,Target,100,7.12,No,I am 100% certain I saw this face previously.,I very vividly remember seeing this face.,R,No,Yes,I am 100% certain I saw this face previously.,I very vividly remember seeing this face.,TRUE,FALSE,1.9629077254238845,0.014661166585869535,I am 100% certain I saw this face previously. I very vividly remember seeing this face.
34,Day,48,Female,28,White,WD2.P.LINE,White,TP,Yes,1,Target,80,14.765,No,"I'm not 100%, I think the hair style is different.","The face looks familiar but the hair is different, maybe?",FO,No,Yes,"I'm not 100%, I think the hair style is different.","The face looks familiar but the hair is different, maybe?",TRUE,FALSE,2.692259515195886,1.1127136851421096,"I'm not 100%, I think the hair style is different. The face looks familiar but the hair is different, maybe?"
35,Day,62,Male,29,White,WC1.P.LINE,White,TP,Yes,1,Target,60,8.199,No,Half and half,I think I remember seeing him or someone similar yesterday,R,No,Yes,Half and half,I think I remember seeing him or someone similar yesterday,TRUE,FALSE,2.1040121956140405,0.22709653871305618,Half and half I think I remember seeing him or someone similar yesterday
35,Day,62,Male,29,White,WC2.P.LINE,White,TP,Yes,0,Foil,40,8.316,No,Not very certain,His face stood out to me but I don't specifically remember it,?,No,Yes,Not very certain,His face stood out to me but I don't specifically remember it,FALSE,FALSE,2.118181369995767,0.24842849104922682,Not very certain His face stood out to me but I don't specifically remember it
35,Day,62,Male,29,White,WC3.P.LINE,White,TP,Yes,1,Target,80,7.311,No,very certain,I'm pretty sure I remember seeing him yesterday,R,No,Yes,very certain,I'm pretty sure I remember seeing him yesterday,FALSE,FALSE,1.989380063311179,0.054515757603329294,very certain I'm pretty sure I remember seeing him yesterday
35,Day,62,Male,29,White,WD1.NP.LINE,White,TA,Yes,0,Foil,80,13.726,No,Fairly certain this time,I believe I saw him in the line up yesterday,R,No,Yes,Fairly certain this time,I believe I saw him in the line up yesterday,FALSE,FALSE,2.619291844486443,1.0028595163866827,Fairly certain this time I believe I saw him in the line up yesterday
35,Day,62,Male,29,White,WD2.NP.LINE,White,TA,Yes,0,Foil,60,10.701,No,Not very certain,His face stood out as familiar,F,No,Yes,Not very certain,His face stood out as familiar,FALSE,FALSE,2.3703371950448644,0.6280537180612046,Not very certain His face stood out as familiar
36,Day,63,Male,33,White,WC3.NP.LINE,White,TA,Yes,0,Foil,40,39.684,No,Somewhat certain,"I remember the hairstyle, pretty sure I saw this guy from a different angle",O1,No,Yes,Somewhat certain,"I remember the hairstyle, pretty sure I saw this guy from a different angle",FALSE,FALSE,3.680948083787656,2.601202488534681,"Somewhat certain I remember the hairstyle, pretty sure I saw this guy from a different angle"
36,Day,63,Male,33,White,WD2.P.LINE,White,TP,Yes,0,Foil,40,15.727,No,Not so sure,"This guy seems vaguely familiar, different camera angle",F,No,Yes,Not so sure,"This guy seems vaguely familiar, different camera angle",FALSE,FALSE,2.7553789805085884,1.2077412,"Not so sure This guy seems vaguely familiar, different camera angle"
37,Day,72,Female,33,White,WC1.P.LINE,White,TP,Yes,1,Target,20,8.854,No,Im not certain,maybe famlliar,F,No,Yes,I'm not certain,maybe familiar,FALSE,FALSE,2.180869334309949,0.3428063729762315,I'm not certain maybe familiar
37,Day,72,Female,33,White,WC2.P.LINE,White,TP,Yes,0,Foil,80,3.461,No,pretty certain,Looking down nose,O1,No,Yes,pretty certain,Looking down nose,FALSE,FALSE,1.241557564653207,-1.071344753,pretty certain Looking down nose
37,Day,72,Female,33,White,WC3.P.LINE,White,TP,Yes,1,Target,80,3.973,No,fairly certain,I think I remember,R,No,Yes,fairly certain,I think I remember,FALSE,FALSE,1.379521476832462,-0.863637548,fairly certain I think I remember
37,Day,72,Female,33,White,WD1.NP.LINE,White,TA,Yes,0,Foil,60,5.896,No,more than half certain,Looks like one from previous line up,R,No,Yes,more than half certain,Looks like one from previous line up,TRUE,FALSE,1.7742741548870355,-0.269330139,more than half certain Looks like one from previous line up
38,Day,55,Male,27,White,WC2.P.LINE,White,TP,Yes,1,Target,60,12.64,No,Remember this face just in a different colored shirt.,I narrowed it down between 3 different faces that look slightly familiar so through process of elimination.,F,No,Yes,Remember this face just in a different colored shirt.,I narrowed it down between three different faces that look slightly familiar so through process of elimination.,FALSE,FALSE,2.5368663887187113,0.8787664784753109,Remember this face just in a different colored shirt. I narrowed it down between three different faces that look slightly familiar so through process of elimination.
38,Day,55,Male,27,White,WC3.P.LINE,White,TP,Yes,0,Foil,80,14.865,No,Fairly certain this is the one shaved headed white male I saw yesterday.,I recall a white male with a shaved head making believe this was the individual.,Omany,No,Yes,Fairly certain this is the one shaved headed white male I saw yesterday.,I recall a white male with a shaved head making believe this was the individual.,FALSE,FALSE,2.699009456450061,1.1228758457046697,Fairly certain this is the one shaved headed white male I saw yesterday. I recall a white male with a shaved head making believe this was the individual.
39,Day,69,Female,32,White,WC2.P.LINE,White,TP,Yes,0,Foil,100,2.075,No,certain,I remember,R,No,Yes,certain,I remember,FALSE,FALSE,0.7299611536826617,-1.841562548,certain I remember
39,Day,69,Female,32,White,WD3.NP.LINE,White,TA,Yes,0,Foil,80,3.643,No,a little certain,not too sure,?,No,Yes,a little certain,not too sure,FALSE,FALSE,1.2928075180264267,-0.994187006,a little certain not too sure
40,5Minute,45,Female,24,White,WC1.P.LINE,White,TP,Yes,0,Foil,20,24.282,No,not very,"I remember the facial hair, but the face does not stand out to me",O1,No,Yes,not very,"I remember the facial hair, but the face does not stand out to me",FALSE,FALSE,3.1897353351217834,1.8616726712593903,"not very I remember the facial hair, but the face does not stand out to me"
40,5Minute,45,Female,24,White,WD1.NP.LINE,White,TA,Yes,0,Foil,40,8.836,No,a little,"I remember his face shape, but all of these faces look too similar",O1,No,Yes,a little,"I remember his face shape, but all of these faces look too similar",FALSE,FALSE,2.178834285557871,0.3397425696937268,"a little I remember his face shape, but all of these faces look too similar"
40,5Minute,45,Female,24,White,WD2.NP.LINE,White,TA,Yes,0,Foil,0,17.692,No,not at all,"I remember someone like this, but all of these faces seem to similar",?,No,Yes,not at all,"I remember someone like this, but all of these faces seem to similar",FALSE,FALSE,2.8731125600060805,1.384991266588064,"not at all I remember someone like this, but all of these faces seem to similar"
40,5Minute,45,Female,24,White,WD3.NP.LINE,White,TA,Yes,0,Foil,20,13.003,No,not very,"I think I remember someone with that face shape, but not clearly",O1,No,Yes,not very,"I think I remember someone with that face shape, but not clearly",FALSE,FALSE,2.565180100069183,0.9213932910697911,"not very I think I remember someone with that face shape, but not clearly"
41,Day,66,Female,38,White,WC1.P.LINE,White,TP,Yes,1,Target,60,16.05,No,somewhat positive,eyes and hair,Omany,No,Yes,somewhat positive,eyes and hair,FALSE,FALSE,2.775708849576025,1.2383481911143208,somewhat positive eyes and hair
41,Day,66,Female,38,White,WC2.P.LINE,White,TP,Yes,1,Target,100,10.821,No,very certain,thickness of face and hair cut,Omany,No,Yes,very certain,thickness of face and hair cut,FALSE,FALSE,2.3814886905895114,0.6448424994698251,very certain thickness of face and hair cut
41,Day,66,Female,38,White,WC3.P.LINE,White,TP,Yes,0,Foil,80,17.298,No,somewhat certain,I recognize his nose,O1,No,Yes,somewhat certain,I recognize his nose,FALSE,FALSE,2.8505908878843202,1.3510844754590157,somewhat certain I recognize his nose
42,5Minute,65,Female,32,White,WD1.P.LINE,White,TP,Yes,1,Target,20,7.792,No,not sure at all,"I think I remember him, but I'm not sure",R,No,Yes,not sure at all,"I think I remember him, but I'm not sure",FALSE,FALSE,2.053097566340234,0.15044362897941824,"not sure at all I think I remember him, but I'm not sure"
42,5Minute,65,Female,32,White,WD2.P.LINE,White,TP,Yes,1,Target,80,3.255,No,not entirely sure,I think I remember his hair,O1,No,Yes,not entirely sure,I think I remember his hair,FALSE,FALSE,1.1801922756605325,-1.163731322,not entirely sure I think I remember his hair
42,5Minute,65,Female,32,White,WD3.P.LINE,White,TP,Yes,1,Target,60,5.651,No,fairly certain I've seen him before,"i'm pretty certain I've seen him before, I just don't remember the shirt",R,No,Yes,fairly certain I've seen him before,"I'm pretty certain I've seen him before, I just don't remember the shirt",FALSE,FALSE,1.7318325206477063,-0.333226799,"fairly certain I've seen him before I'm pretty certain I've seen him before, I just don't remember the shirt"
